Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	CannotDesecrate	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	ShieldBlockOverride	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass	TreasureClassChamp	TreasureClassUnique	TreasureClassQuest	TreasureClassDesecrated	TreasureClassDesecratedChamp	TreasureClassDesecratedUnique	TreasureClass(N)	TreasureClassChamp(N)	TreasureClassUnique(N)	TreasureClassQuest(N)	TreasureClassDesecrated(N)	TreasureClassDesecratedChamp(N)	TreasureClassDesecratedUnique(N)	TreasureClass(H)	TreasureClassChamp(H)	TreasureClassUnique(H)	TreasureClassQuest(H)	TreasureClassDesecrated(H)	TreasureClassDesecratedChamp(H)	TreasureClassDesecratedUnique(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol		
scarab6	654	scarab1	scarab7	2	Scarab	scarab1		scarab	Scarab		SC	1							scarab6		1	1	4	5	4	5		7	9	1	36	54	85	scarab	scarab	10	15	7	0			46	90	94	96	70	70	70	70	70	70	70	75	80	20	24	28																			1	1												1	1							1						Jab	seq_scarabjab	5																						100	75	50	-50	-40	-25	30	30	10	10	10	10	10	30	10	10	10	10	75	50	30	150	30	10	6				24	24	24	5	67	111	85	83	51	151	92	51	119	92	1	2	95	280	440	580	110	220	440	480	220	440	560	1440	2520	240	870	660	330	660	720	330	660	840	240	420	40	70	95	A1	18	25		30	30	60		30	60	120		A2	ltng	10	18	25		10	60	120		10	90	180																		Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
scarab7	655	scarab1		0	SteelWeevil	scarab1		scarab	Scarab		SC	1							scarab7		1	1	4	5	4	5		7	9	1	36	54	85	scarab	scarab	10	15	7	0			46	90	94	96	70	70	70	70	70	70	70	75	80	20	24	28																			1	1												1	1							1						Jab	seq_scarabjab	5																						100	75	50	-50	-40	-25	30	30	10	10	10	10	10	30	10	10	10	10	75	50	30	150	30	10	6				24	24	24	5	67	111	85	83	51	151	92	51	119	92	1	2	95	280	440	580	110	220	440	480	220	440	560	1440	2520	240	870	660	330	660	720	330	660	840	240	420	40	70	95	A1	18	25		30	30	60		30	60	120		A2	ltng	10	18	25		10	60	120		10	90	180																		Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
fetish6	656	fetish1	fetish7	1	Flayer	fetish1		fetish	Fetish		FE	1							fetish6		1	1	2	4	2	4		11	13	1	36	54	83	fetish	fetish	10	15	7	0			46	100	100	100	10	9	8	4	4	4	33	33	33																						1	1							1		1			1	1							1						SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	23	50	158	38	38	50	2				24	24	24	5	65	107	85	79	69	101	92							220	320	500	75	240	380	380							750	450	360	570	570									A1				7	40	40	50	10	132	132	75																															Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
fetish7	657	fetish1	fetish8	0	StygianDoll	fetish1		fetish	Fetish		FE	1							fetish7		1	1	2	4	2	4		11	13	1	36	54	83	fetish	fetish	10	15	7	0			46	100	100	100	10	9	8	4	4	4	33	33	33																						1	1							1		1			1	1							1						SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	23	50	165	38	38	50	2				24	24	24	5	65	107	85	79	69	101	92							220	320	500	75	240	380	380							750	450	360	570	570									A1				7	40	40	50	10	132	132	75																															Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
fetish8	658	fetish1		2	SoulKiller	fetish1		fetish	Fetish		FE	1							fetish8		1	1	2	4	2	4		11	13	1	36	54	83	fetish	fetish	10	15	7	0			46	100	100	100	10	9	8	4	4	4	33	33	33																						1	1							1		1			1	1							1						SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	23	50	173	38	38	50	2				24	24	24	5	65	107	85	79	69	101	92							220	320	500	75	240	380	380							750	450	360	570	570									A1				7	40	40	50	10	132	132	75																															Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
fetishblow6	659	fetishblow1	fetishblow7	1	Flayer	fetishblow1		fetish	FetishBlowgun		FC	1	1						fetishblow6		1	1	3	3	3	3		11	13	1	36	53	83	fetishblow	fetishblow	10	15	7	0			46	20	20	20	30	30	30																			blowgun									1								1		1			1	1													SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	23	50	158	38	38	50	2				32	32	32	5	65	107	85	65			125							180	300	440	90	0	0	440							660	540	0	0	660									A1				7	40	40	50	10	132	132	75																															Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
fetishblow7	660	fetishblow1	fetishblow8	0	StygianDoll	fetishblow1		fetish	FetishBlowgun		FC	1	1						fetishblow7		1	1	3	3	3	3		11	13	1	36	53	83	fetishblow	fetishblow	10	15	7	0			46	20	20	20	30	30	30																			blowgun									1								1		1			1	1													SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	23	50	165	38	38	50	2				32	32	32	5	65	107	85	65			125							180	300	440	90	0	0	440							660	540	0	0	660									A1				7	40	40	50	10	132	132	75																															Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
fetishblow8	661	fetishblow1		2	SoulKiller	fetishblow1		fetish	FetishBlowgun		FC	1	1						fetishblow8		1	1	3	3	3	3		11	13	1	36	53	83	fetishblow	fetishblow	10	15	7	0			46	20	20	20	30	30	30																			blowgun									1								1		1			1	1													SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	23	50	173	38	38	50	2				32	32	32	5	65	107	85	65			125							180	300	440	90	0	0	440							660	540	0	0	660									A1				7	40	40	50	10	132	132	75																															Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
fetishshaman6	662	fetishshaman1	fetishshaman7	1	FlayerShaman	fetishshaman1		fetish	FetishShaman	raises Stygian Dolls	FW	1							fetish6	fetishblow6	1	1	2	5	1	1		11	13	1	36	53	84	fetishshaman	fetishshaman	10	15	7	0			46	40	45	45	0	2	3	15	18	22	66	66	66	50	50	50																			1	1							1		1			1	1													FetishInferno	A1	11	FetishAura	A1	5	Resurrect2	seq_fetishres	1																100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	23	50	173	38	38	50	2				24	24	24	5	65	107	85	77										260	420	400	260										600	1560																																																						Act 3 Cast B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated			1				0		
fetishshaman7	663	fetishshaman1	fetishshaman8	0	StygianDollShaman	fetishshaman1		fetish	FetishShaman	raises Stygian Dolls	FW	1							fetish7	fetishblow7	1	1	2	5	1	1		11	13	1	36	53	84	fetishshaman	fetishshaman	10	15	7	0			46	40	45	45	0	2	3	15	18	22	66	66	66	50	50	50																			1	1							1		1			1	1													FetishInferno	A1	11	FetishAura	A1	5	Resurrect2	seq_fetishres	1																100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	23	50	173	38	38	50	2				24	24	24	5	65	107	85	77										260	420	400	260										600	1560																																																						Act 3 Cast B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated			1				0		
fetishshaman8	664	fetishshaman1		2	SoulKillerShaman	fetishshaman1		fetish	FetishShaman	raises Stygian Dolls	FW	1							fetish8	fetishblow8	1	1	2	5	1	1		11	13	1	36	53	84	fetishshaman	fetishshaman	10	15	7	0			46	40	45	45	0	2	3	15	18	22	66	66	66	50	50	50																			1	1							1		1			1	1													FetishInferno	A1	11	FetishAura	A1	5	Resurrect2	seq_fetishres	1																100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	23	50	173	38	38	50	2				24	24	24	5	65	107	85	77										260	420	400	260										600	1560																																																						Act 3 Cast B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated			1				0		
baboon7	665	baboon1	baboon8	4	TempleGuard	baboon1		baboon	Baboon		BB	1													3	4		8	18	1	36	53	81	baboon	baboon	10	15	7	0			46	33	33	33	20	30	35	75	80	85	50	50	50	1	2	3																			1	1									1			1	1							1																														100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	50	50	30	150	50	10	2				24	24	24	5	107	151	85	97	51	151	92	51	151	92				360	540	440	110	200	520	480	200	440	520				660	660	300	540	720	300	660	780						A1				50	60	180		50	120	360																																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
baboon8	666	baboon1		3	TempleGuard	baboon1		baboon	Baboon		BB	1													3	4		8	18	1	36	53	81	baboon	baboon	10	15	7	0			46	33	33	33	20	30	35	75	80	85	50	50	50	1	2	3																			1	1									1			1	1							1																														100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	50	50	30	150	50	10	2				24	24	24	5	107	151	85	97	51	151	92	51	151	92				360	540	440	110	200	520	480	200	440	520				660	660	300	540	720	300	660	780						A1				50	60	180		50	120	360																																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
unraveler6	667	unraveler1	unraveler7	4	Guardian	unraveler1		unraveler	GreaterMummy	raises undead	GY	1													1	1		6	8	1	60	64	85	unraveler	unraveler	10	15	7	0			46	85	85	85	45	50	55	55	55	55	85	90	95	24	27	31											mummyex								1							1			1			1	1													Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	1	UnHolyBoltEx	seq_mummyres	1																100	66	33	-50	-40	-33	30	30	10	10	10	75	10	38	38	38	38	75	50	150	75	75	38	75	2				39	39	39	5	192	235	84	211	121	153	93							680	840	480	300	440	560	640							720	1800	660	840	960									A1	120	152	1500	30	240	300	1500	30	480	600	1500																															Act 5 Cast B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B					Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0		
unraveler7	668	unraveler1	unraveler8	2	Unraveler	unraveler1		unraveler	GreaterMummy	raises undead	GY	1													1	1		6	8	1	60	64	85	unraveler	unraveler	10	15	7	0			46	85	85	85	45	50	55	55	55	55	85	90	95	24	27	31											mummyex								1							1			1			1	1													Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	1	UnHolyBoltEx	seq_mummyres	1																100	66	33	-50	-40	-33	30	30	10	10	10	75	10	38	38	38	38	75	50	150	75	38	75	75	2				39	39	39	5	192	235	84	211	121	153	93							680	840	480	300	440	560	640							720	1800	660	840	960									A1	120	152	1500	30	240	300	1500	30	480	600	1500																															Act 5 Cast B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B					Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0		
unraveler8	669	unraveler1	unraveler9	4	Horadrim Ancient	unraveler1		unraveler	GreaterMummy	raises undead	GY	1													1	1		6	8	1	60	64	85	unraveler	unraveler	10	15	7	0			46	85	85	85	45	50	55	55	55	55	85	90	95	24	27	31											mummyex								1							1			1			1	1													Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	1	UnHolyBoltEx	seq_mummyres	1																100	66	33	-50	-40	-33	30	30	10	10	10	75	10	38	38	38	38	75	50	150	38	75	75	75	2				39	39	39	5	192	235	84	211	121	153	93							680	840	480	300	440	560	640							720	1800	660	840	960									A1	120	152	1500	30	240	300	1500	30	480	600	1500																															Act 5 Cast B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B					Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0		
unraveler9	670	unraveler1		2	Horadrim Ancient	unraveler1		unraveler	GreaterMummy	raises undead	GY	1													1	1		6	8	1	60	64	85	unraveler	unraveler	10	15	7	0			46	85	85	85	45	50	55	55	55	55	85	90	95	24	27	31											mummyex								1							1			1			1	1													Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	1	UnHolyBoltEx	seq_mummyres	1																100	66	33	-50	-40	-33	30	30	10	10	10	75	10	38	38	38	38	75	50	150	75	75	75	38	2				39	39	39	5	192	235	84	211	121	153	93							680	840	480	300	440	560	640							720	1800	660	840	960									A1	120	152	1500	30	240	300	1500	30	480	600	1500																															Act 5 Cast B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B					Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0		
zealot4	671	zealot1	zealot5	1	Zealot	zealot1		zakarum	ZakarumZealot		ZZ	1													2	3		7	15	1	36	53	82	zealot	zealot	10	15	7	0			46	85	90	95	65	65	65	50	50	50	70	80	90																						1	1									1			1	1																																					100	100	100	-50	-40	-33	30	50	10	10	10	10	10	30	10	10	10	10	23	50	30	150	75	10	2				24	24	24	5	131	173	85	100	57	101	92	57	101	92				480	600	320	80	240	400	400	240	420	460				480	480	360	600	600	360	630	690																																																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
zealot5	672	zealot1		2	Zealot	zealot1		zakarum	ZakarumZealot		ZZ	1													2	3		7	15	1	36	53	82	zealot	zealot	10	15	7	0			46	85	90	95	65	65	65	50	50	50	70	80	90																						1	1									1			1	1																																					100	100	100	-50	-40	-33	30	50	10	10	10	10	10	30	10	10	10	10	23	50	30	150	75	10	2				24	24	24	5	131	173	85	100	57	101	92	57	101	92				480	600	320	80	240	400	400	240	420	460				480	480	360	600	600	360	630	690																																																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
cantor5	673	cantor1	cantor6	1	Heirophant	cantor1		zakarum	ZakarumPriest	heals Zealots and Cantors	ZP	1	1						zealot4				2	4	1	2		7	9	1	36	57	84	cantor	cantor	10	15	7	0			46	40	40	40	10	16	25	65	75	85	40	55	75	120	120	120	36	38	40																1										1			1	1													ZakarumHeal	S1	3	ZakarumLightning	S1	1	MonTeleport	S1	1	MonBlizzard	S1	1													100	100	100	-50	-40	-33	30	50	10	10	10	10	10	30	10	10	10	10	23	50	30	75	30	10	2				24	24	24	5	131	173	85	106	69	151	92							360	520	300	130	160	340	360							450	780	240	510	540									A1	31	68	25	75	60	120	50	75	120	240	75																															Act 3 Cast B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
cantor6	674	cantor1		2	Heirophant	cantor1		zakarum	ZakarumPriest	heals Zealots and Cantors	ZP	1	1						zealot5				2	4	1	2		7	9	1	36	57	84	cantor	cantor	10	15	7	0			46	40	40	40	10	16	25	65	75	85	40	55	75	120	120	120	36	38	40																1										1			1	1													ZakarumHeal	S1	3	ZakarumLightning	S1	1	MonTeleport	S1	1	MonBlizzard	S1	1													100	100	100	-50	-40	-33	30	50	10	10	10	10	10	30	10	10	10	10	23	50	30	75	30	10	2				24	24	24	5	131	173	85	106	69	151	92							360	520	300	130	160	340	360							450	780	240	510	540									A1	31	68	25	75	60	120	50	75	120	240	75																															Act 3 Cast B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
vilemother4	675	vilemother1	vilemother5	2	Grotesque	vilemother1		vilekind	VileMother		VM	1			vilechild4	0	0	NU							2	3		8	10	1	45	57	85	vilemother	vilemother	10	15	7	0			46	16	19	22	5	6	6	30	35	40	80	90	95	70	60	50	30	30	30	10	8	7													1	1							1		1			1	1													Nest	seq_vileres	1																						100	75	50	-50	-40	-33	30	30	10	10	60	10	10	30	10	10	105	10	68	50	50	50	173	38	2				29	29	29	5	228	294	63	168	90	190	92							800	1000	320	130	280	400	440							480	780	420	600	660									A1				20	60	60	75	30	120	120	100																															Act 4 Cast B	Act 4 Champ B	Act 4 Unique B					Act 4 (N) Cast B	Act 4 (N) Champ B	Act 4 (N) Unique B					Act 4 (H) Cast B	Act 4 (H) Champ B	Act 4 (H) Unique B			Act 4 (H) Champ B Desecrated	Act 4 (H) Unique B Desecrated							0		
vilemother5	676	vilemother1		0	FleshSpawner	vilemother1		vilekind	VileMother		VM	1			vilechild5	0	0	NU							2	3		8	10	1	45	57	85	vilemother	vilemother	10	15	7	0			46	16	19	22	5	6	6	30	35	40	80	90	95	70	60	50	30	30	30	10	8	7													1	1							1		1			1	1													Nest	seq_vileres	1																						100	75	50	-50	-40	-33	30	30	10	10	60	10	10	30	10	10	105	10	68	50	50	50	173	38	2				29	29	29	5	228	294	63	168	90	190	92							800	1000	320	130	280	400	440							480	780	420	600	660									A1				20	80	100	100	30	160	200	125																															Act 4 Cast B	Act 4 Champ B	Act 4 Unique B					Act 4 (N) Cast B	Act 4 (N) Champ B	Act 4 (N) Unique B					Act 4 (H) Cast B	Act 4 (H) Champ B	Act 4 (H) Unique B			Act 4 (H) Champ B Desecrated	Act 4 (H) Unique B Desecrated							0		
vilechild4	677	vilechild1	vilechild5	2	GrotesqueWyrm	vilechild1		vilekind	VileDog		VC	1													2	3		11	16	1	45	57	85	vilechild	vilechild	10	15	7	0			46	80	85	90	10	10	10	80	85	90																									1	1							1					1	1							1																														100	75	50	-50	-40	-33	30	30	10	10	60	10	10	30	10	10	105	10	30	50	50	50	173	38	2				47	47	47	5	55	84	84	89	48	74	151							200	280	280	40	160	280	340							420	240	240	420	510									A1				5	40	40	50	9	80	80	75																															Act 4 Cast A	Act 4 Champ A	Act 4 Unique A					Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A					Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A			Act 4 (H) Champ A Desecrated	Act 4 (H) Unique A Desecrated							0		
vilechild5	678	vilechild1		0	FleshBeast	vilechild1		vilekind	VileDog		VC	1													2	3		11	16	1	45	57	85	vilechild	vilechild	10	15	7	0			46	80	85	90	10	10	10	80	85	90																									1	1							1					1	1							1																														100	75	50	-50	-40	-33	30	30	10	10	60	10	10	30	10	10	105	10	30	50	50	50	173	38	2				47	47	47	5	55	84	84	89	48	74	151							200	280	280	40	160	280	340							420	240	240	420	510									A1				5	50	70	75	9	100	140	100																															Act 4 Cast A	Act 4 Champ A	Act 4 Unique A					Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A					Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A			Act 4 (H) Champ A Desecrated	Act 4 (H) Unique A Desecrated							0		
sandmaggot6	679	sandmaggot1		4	WorldKiller	sandmaggot1		sandmaggot	SandMaggot	Lays Eggs	SM	1			maggotegg6	0	0	S1							2	3		5	7	1	41	57	85	sandmaggot	sandmaggot	10	15	7	0			46	55	55	55	70	70	70	2	3	4	90	90	90	80	80	80											goospitex								1													1	1													MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1																100	75	50	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	60	50	38	150	38	158	2				27	27	27	5	140	172	84	127	89	189	93							440	600	460	125	280	440	300							690	750	420	660	450																																																			Act 4 H2H A	Act 4 Champ A	Act 4 Unique A					Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A					Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A			Act 4 (H) Champ A Desecrated	Act 4 (H) Unique A Desecrated							0		
maggotbaby6	680	maggotbaby1		4	WorldKillerYoung	maggotbaby1		sandmaggot	MaggotLarva		SB	1													1	1		7	9	1	36	57	85	maggotbaby	maggotbaby	10	15	7	0			46	90	93	95	16	13	10	90	90	90	15	15	15	20	20	20																				1												1	1							1																														100	75	50	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	15	50	23	50	23	158	2				24	24	24	5	21	65	85	55	26	44	92							80	180	200	30	100	180	280							300	180	150	270	420																																																																														0		
maggotegg6	681	maggotegg1		4	WorldKillerEgg	maggotegg1			MaggotEgg		SE	1			maggotbaby6	0	0	S1							1	1		2	4	1	41	57	85	maggotegg	maggotegg	10	15	7	0			46	150	200	200	34	34	34																													1												1														MaggotEgg	seq_maggotegg	5																						100	66	33	-50	-50	-50	30	30	10	10	10	10	10	30	10	10	10	10	15	50	23	50	23	10	2								77	95	84	54										240	320	100	25										150	150																																																																																	0		
